presion_aceite,voltaje_bateria,voltaje_alternador,temp_vacio,temp_carga,nivel_refrigerante
2.25,11.9,13.39,70.37,81.13,1
5.04,13.83,9.45,71.6,78.95,1
3.33,11.0,12.45,48.95,78.01,1
9.96,12.08,16.42,30.69,105.96,1
7.54,6.54,15.05,24.03,75.16,1
5.23,6.27,12.11,20.96,81.75,1
6.49,5.19,13.77,117.88,124.7,0
6.78,10.74,17.55,70.6,84.7,1
2.19,13.68,12.78,58.19,69.89,1
6.07,11.31,14.77,55.22,76.77,1
4.7,14.12,8.82,85.99,80.33,1
4.14,11.17,15.19,75.63,70.79,1
1.56,13.78,15.8,48.98,58.53,1
6.04,12.19,12.99,63.98,71.1,1
6.31,13.73,13.1,114.24,80.0,1
6.63,13.79,12.64,58.38,87.38,1
1.15,17.61,17.2,68.3,86.1,1
5.08,9.14,12.85,50.98,83.48,1
0.69,10.37,12.31,95.3,112.19,1
4.89,13.2,12.3,65.4,79.75,1
9.88,13.33,13.17,37.82,70.41,1
3.45,6.7,13.51,88.45,101.25,1
5.35,11.71,14.08,64.22,72.61,1
3.79,13.31,14.35,60.22,73.45,1
0.77,12.46,14.19,54.38,89.72,1
9.54,12.57,12.71,56.0,84.62,1
2.83,16.93,16.84,87.34,71.72,1
5.63,12.84,14.33,59.52,74.22,1
6.86,11.28,13.9,20.41,102.98,1
4.13,12.34,12.97,64.29,86.2,1
4.82,13.87,15.13,52.64,75.01,1
4.65,10.5,15.22,71.46,104.76,1
7.66,12.39,18.06,52.92,108.73,1
2.87,10.54,14.48,64.33,77.52,1
4.64,6.58,12.82,57.73,78.65,1
2.65,11.44,12.45,57.54,89.38,1
5.32,13.71,12.58,34.7,89.03,1
2.87,12.6,14.68,70.99,81.71,1
9.32,12.97,14.37,70.32,77.51,1
4.83,13.02,13.03,60.6,84.71,1
3.94,14.56,12.83,94.3,70.83,1
2.99,10.84,14.74,68.06,70.49,1
3.46,13.16,13.81,70.86,82.06,0
8.01,10.21,12.46,75.77,78.37,1
3.76,10.35,16.6,68.7,85.7,1
6.45,11.43,12.31,67.72,86.59,1
3.79,12.59,12.88,60.58,73.42,1
4.89,11.8,12.77,52.18,86.09,1
6.46,10.57,14.21,52.96,73.03,1
3.09,10.77,12.58,56.88,73.65,1
8.26,13.02,14.4,56.32,86.92,1
4.88,11.62,15.23,20.76,74.94,1
6.09,11.41,15.84,61.35,80.7,1
4.26,10.57,12.79,65.49,78.6,1
4.16,5.63,11.28,54.7,82.41,1
3.56,13.7,14.76,64.01,88.15,1
6.83,9.14,14.98,67.95,66.51,1
3.59,10.67,14.66,90.51,85.3,1
4.95,12.81,15.09,53.49,81.26,1
2.5,16.54,13.93,104.4,86.67,0
2.79,10.41,10.94,87.25,86.61,1
0.69,10.78,14.1,72.16,89.5,1
5.82,11.09,15.38,67.27,73.93,1
3.56,13.32,15.24,63.54,74.64,1
2.31,12.56,12.92,55.58,78.46,1
5.71,11.22,14.58,50.2,69.15,1
4.8,10.51,14.49,74.93,79.55,1
5.42,12.76,13.84,74.57,78.46,1
2.73,11.43,15.83,60.73,82.24,1
5.98,12.83,13.85,51.07,84.24,0
4.54,10.28,16.18,51.06,73.53,1
6.74,13.02,13.02,59.41,77.05,0
3.52,10.21,14.93,53.74,84.17,1
5.11,10.21,14.68,55.36,72.96,1
2.58,12.63,14.05,64.73,83.12,1
4.53,13.22,13.68,73.72,86.89,1
6.23,12.08,16.72,53.54,70.65,1
2.89,13.42,14.44,75.77,79.33,1
3.05,14.77,12.75,72.74,79.6,1
4.01,11.71,15.37,57.08,85.07,1
3.78,11.09,13.51,71.16,82.42,1
4.11,12.62,14.92,59.34,82.22,0
5.5,11.2,14.74,86.33,49.7,1
2.72,12.17,14.15,60.71,87.09,1
4.67,12.76,13.99,58.13,74.71,1
4.3,13.27,12.23,117.82,112.19,1
4.58,11.38,14.07,50.41,105.06,1
6.51,12.9,14.49,72.43,81.53,1
5.62,12.93,14.45,74.68,88.47,1
2.61,10.34,14.99,70.71,79.88,1
6.3,12.07,14.44,57.61,72.59,1
8.67,10.46,17.72,80.61,45.46,1
4.05,5.89,14.46,48.15,83.35,1
4.03,11.45,14.15,60.85,77.76,1
2.55,6.91,15.75,51.55,88.47,1
5.3,11.48,12.29,72.09,83.26,1
2.98,13.65,14.91,68.79,70.95,1
0.94,12.79,15.48,57.28,84.22,1
6.05,11.49,12.54,68.14,85.78,1
2.44,10.68,15.59,43.01,78.06,0
5.43,13.3,13.38,62.98,75.08,1
3.33,11.6,15.7,69.58,76.42,1
2.56,17.92,12.34,51.1,71.92,1
2.8,12.6,13.04,52.66,77.63,1
5.27,11.67,13.81,66.58,71.01,1
5.69,13.05,12.26,59.37,73.32,1
3.14,12.18,13.41,65.2,84.95,1
4.33,12.84,13.77,54.24,86.86,1
3.72,11.18,12.13,60.48,80.05,1
4.41,16.82,15.19,55.44,83.98,1
6.68,10.74,12.95,60.66,85.42,0
1.63,17.44,14.88,31.45,87.81,1
6.27,10.41,8.23,50.52,75.15,1
4.25,11.91,13.35,68.48,81.44,1
3.11,12.82,12.48,21.52,70.52,1
2.13,10.75,13.52,52.18,86.3,1
9.24,15.55,13.7,31.09,60.62,1
6.47,11.46,14.31,52.99,84.09,1
6.06,12.65,15.66,53.24,79.62,1
4.32,13.18,13.31,68.29,77.19,1
5.68,8.61,13.35,43.58,107.19,1
4.59,12.71,14.56,62.45,83.41,1
5.72,16.96,14.81,55.37,71.69,1
3.61,12.37,12.89,67.28,73.92,1
6.76,10.22,14.14,72.02,77.19,1
4.03,13.66,14.95,68.83,61.45,1
4.3,12.4,13.33,53.75,79.25,1
6.27,13.38,15.8,69.69,83.11,1
5.43,5.68,18.14,40.46,89.32,1
6.49,12.46,11.22,23.02,65.19,1
3.28,12.1,12.28,66.44,73.73,1
3.28,11.19,15.77,64.2,80.4,1
8.62,6.48,15.15,59.92,49.86,1
9.67,12.85,16.77,58.13,72.4,1
5.69,8.76,18.48,61.39,89.41,1
2.8,11.12,14.51,51.97,76.07,1
5.36,11.69,13.74,48.59,71.45,1
5.59,12.21,14.89,73.48,82.34,1
1.09,13.3,12.2,92.89,119.61,1
1.53,15.68,14.58,62.87,78.49,1
6.87,13.27,12.88,67.58,74.05,1
7.98,15.54,13.31,38.86,81.92,1
5.0,8.78,14.88,73.45,50.48,1
4.35,13.71,12.29,54.25,86.62,1
4.53,8.18,13.27,60.81,79.78,0
5.47,13.51,15.0,54.31,85.0,0
5.67,11.4,14.37,69.78,74.16,1
5.06,13.21,15.03,75.41,84.88,1
6.28,10.21,12.19,35.77,71.17,0
2.59,11.03,14.27,66.38,71.31,1
2.85,12.25,13.74,52.45,84.74,0
6.29,7.34,12.61,98.83,92.99,0
8.6,11.34,12.36,44.91,78.93,0
2.59,12.98,12.55,24.29,122.42,1
6.83,11.56,13.48,59.8,81.61,1
9.62,13.5,14.02,28.43,83.83,0
1.69,10.91,10.22,51.95,72.35,1
3.78,13.19,14.7,63.44,82.96,1
3.54,11.74,13.08,54.55,86.0,1
4.26,10.33,13.05,39.0,77.13,1
5.84,12.78,16.66,55.82,84.26,1
5.72,11.09,15.08,66.39,75.43,1
2.64,10.96,12.61,61.31,74.51,1
1.11,14.42,15.56,73.2,75.43,1
4.66,10.43,13.87,70.55,86.38,1
3.27,13.88,13.11,55.54,85.84,1
4.17,11.15,10.1,62.9,51.7,1
3.41,6.41,14.3,28.36,48.82,1
2.99,10.59,13.37,53.98,77.35,1
6.67,11.25,15.41,70.26,70.98,1
4.02,11.29,14.61,53.97,85.57,1
3.19,8.74,12.51,50.41,81.23,1
5.61,5.71,8.9,79.69,84.24,1
9.5,13.16,17.61,51.28,104.21,1
5.7,10.12,14.46,57.94,97.23,1
3.78,16.52,15.25,69.63,49.66,1
5.72,10.25,12.45,27.53,80.71,1
2.37,11.39,12.36,56.46,77.47,1
5.89,17.02,15.83,74.95,88.58,1
3.04,10.51,14.97,50.34,76.1,1
4.32,13.24,15.61,63.49,73.87,1
3.48,12.86,16.37,74.26,120.91,0
2.45,12.14,15.74,56.56,76.42,1
3.6,11.91,13.48,64.32,83.22,1
3.3,12.91,15.77,74.9,87.09,1
5.54,12.37,13.83,59.21,78.37,1
5.41,10.2,13.63,108.84,72.94,1
4.81,12.99,13.15,69.36,77.73,1
4.91,11.14,18.89,38.07,100.37,0
4.89,14.28,14.25,71.87,124.41,1
8.98,13.45,15.32,59.61,81.66,1
4.01,12.06,13.28,51.28,73.66,1
2.29,10.18,12.54,54.19,82.34,1
3.9,11.48,13.98,52.56,89.59,1
1.06,13.56,19.01,119.84,79.7,1
3.38,9.6,18.06,104.11,71.21,1
5.13,12.21,13.73,50.64,73.91,1
9.33,16.56,14.34,57.71,70.66,0
6.13,10.9,13.69,61.7,79.66,1
3.88,13.32,9.16,70.96,77.71,1
5.71,12.29,13.7,23.1,88.59,1
6.03,10.76,14.93,53.63,88.73,1
5.75,10.54,15.1,71.14,71.01,1
6.43,13.63,13.26,55.12,88.19,1
3.33,15.09,14.63,72.54,80.43,1
6.37,11.16,13.13,63.14,76.0,1
3.13,11.92,16.28,61.79,87.32,1
6.28,11.34,14.27,52.47,89.32,1
2.66,12.69,12.64,52.04,84.64,1
6.62,13.15,13.78,57.24,113.2,1
1.17,11.67,11.46,23.14,71.33,1
6.53,12.99,15.03,68.84,79.22,1
7.42,17.08,10.79,68.33,58.94,1
6.08,15.79,14.37,108.37,74.99,1
2.36,10.6,12.88,60.14,86.97,1
2.34,11.34,13.85,112.81,83.89,1
5.94,12.54,15.79,63.51,81.44,1
3.79,12.66,15.2,69.22,83.0,1
5.65,10.43,13.83,56.53,82.02,1
5.12,12.75,15.38,56.89,74.32,1
1.4,13.69,12.4,71.23,71.24,1
9.16,13.35,17.95,80.1,88.11,1
6.52,11.3,12.44,62.33,93.67,1
3.99,12.79,14.51,45.84,75.74,0
7.34,13.63,15.49,79.81,75.0,0
5.08,10.7,12.97,65.77,89.35,1
7.84,17.68,12.6,60.08,92.23,1
3.17,6.29,11.75,91.32,86.85,1
7.99,10.11,14.99,57.44,77.79,1
0.55,16.73,13.96,74.31,71.98,1
3.94,11.75,12.44,65.98,80.23,1
5.67,11.6,15.75,56.18,85.24,1
5.56,13.34,15.2,61.21,87.03,1
9.3,14.21,15.56,43.29,97.95,1
3.91,11.92,13.23,53.78,80.02,1
3.0,10.77,13.28,54.31,71.25,1
2.78,13.46,13.73,57.57,88.54,1
4.7,10.88,12.34,70.71,89.42,1
3.09,10.76,14.03,66.53,89.24,1
4.5,10.87,12.87,62.94,87.03,1
3.97,11.84,13.9,70.66,75.62,1
5.08,16.64,11.25,61.9,73.26,1
4.6,15.26,14.95,61.24,74.34,1
0.76,11.82,15.02,51.0,56.38,1
5.47,11.86,9.21,69.22,82.5,1
5.18,10.13,12.73,71.81,84.58,1
3.18,12.52,14.35,57.98,74.69,1
3.53,13.86,13.45,65.34,80.32,1
5.0,11.66,13.93,71.58,89.24,1
4.55,13.12,12.47,74.45,73.95,1
6.25,6.32,13.63,54.3,73.38,1
5.1,10.16,12.53,74.79,89.61,1
5.66,17.54,15.24,55.78,72.6,1
4.51,12.23,12.53,62.37,86.82,1
2.82,11.61,15.01,67.58,88.35,1
2.59,11.02,14.06,73.82,61.87,0
2.23,12.94,15.26,68.09,80.56,0
3.78,12.24,15.65,50.94,81.78,1
5.59,11.7,13.58,63.46,114.48,1
1.77,15.4,12.53,107.33,92.85,1
0.7,13.82,12.91,75.19,71.8,1
5.68,13.19,15.08,63.27,70.58,1
4.37,13.83,14.72,53.22,74.78,1
5.02,11.59,15.51,54.57,79.22,1
2.17,12.43,12.8,55.7,70.48,1
5.88,10.87,13.09,68.61,73.03,1
5.11,10.6,19.12,93.28,74.19,1
4.03,10.95,13.66,64.12,86.37,1
3.59,10.98,10.23,108.02,85.75,0
2.25,13.29,12.84,55.35,71.71,1
6.16,10.35,13.44,54.07,87.13,0
1.77,13.89,10.12,23.48,80.47,1
4.08,10.26,14.07,60.29,83.75,1
3.48,11.46,15.19,68.08,75.98,1
4.39,10.95,14.15,74.99,84.37,1
3.37,12.13,13.58,52.23,81.82,1
3.85,10.76,14.57,66.79,77.44,1
4.62,12.32,14.92,62.88,83.21,1
3.13,10.57,13.25,51.52,71.35,1
2.66,11.16,12.13,61.11,55.45,1
5.97,11.79,13.15,53.02,84.08,1
9.43,11.85,11.31,76.61,70.19,1
4.5,11.68,14.21,54.35,86.47,1
2.76,10.2,13.71,94.76,76.88,0
5.28,11.45,13.2,53.13,76.28,1
4.91,11.12,18.61,67.92,76.12,0
3.72,13.1,12.12,74.45,41.12,1
5.27,12.72,14.03,74.83,85.65,1
2.24,13.89,13.86,72.3,74.24,1
6.47,12.58,12.54,71.87,75.85,1
6.46,12.07,17.08,57.09,73.04,1
3.41,13.88,13.25,70.52,85.91,1
3.59,13.35,14.41,65.32,72.18,1
9.02,12.99,12.5,56.23,75.66,0
3.28,12.8,14.6,65.6,73.14,1
3.2,12.69,15.07,52.4,72.77,1
7.33,12.21,14.41,53.21,88.63,1
6.88,12.54,13.02,54.1,83.83,1
1.78,13.79,14.73,60.28,53.84,0
4.44,11.56,14.18,62.05,72.85,1
3.97,10.76,15.33,74.0,84.49,1
3.54,12.64,14.62,58.08,75.34,1
5.31,15.17,15.29,59.02,89.45,1
9.77,10.62,15.84,63.9,74.35,1
4.51,10.68,12.7,59.37,83.76,1
1.06,10.39,10.79,59.7,128.95,1
5.09,10.79,14.42,61.12,81.71,1
4.32,11.68,18.96,51.83,76.75,1
2.87,11.16,14.48,71.19,83.25,1
4.36,6.22,15.21,64.59,74.97,1
4.02,11.55,14.87,74.06,81.58,1
5.25,12.02,15.25,56.41,59.92,1
6.02,13.33,15.32,75.57,82.77,1
2.72,9.46,14.08,63.14,76.03,1
3.17,12.76,15.19,107.34,73.55,1
4.96,10.21,10.44,53.79,97.62,1
2.81,13.44,14.09,67.81,83.45,1
5.22,17.43,13.07,74.81,73.31,1
4.32,11.12,13.29,54.3,76.35,1
5.29,11.81,13.99,60.03,78.28,1
4.41,11.56,13.52,54.84,71.26,1
4.97,5.9,13.59,57.05,75.3,1
2.65,13.31,13.38,63.23,89.3,1
4.48,12.82,15.87,61.82,88.03,1
8.02,11.67,17.51,76.99,77.76,1
6.36,13.36,14.28,119.02,85.48,0
9.39,12.18,14.16,74.64,87.05,1
2.78,13.63,15.29,40.24,86.85,1
7.12,12.99,15.36,69.7,113.15,0
5.07,12.41,14.4,66.11,86.16,1
3.11,10.66,15.71,58.23,71.86,1
4.84,11.93,13.26,61.65,73.33,1
6.88,12.8,15.11,59.1,124.97,0
5.5,12.64,12.36,56.81,71.84,1
6.08,13.09,13.2,71.35,61.32,1
2.23,11.34,13.49,70.79,61.34,1
5.97,13.28,13.39,54.03,82.25,1
1.38,17.52,13.36,51.81,40.94,1
7.75,13.45,15.36,52.99,87.94,1
2.87,11.76,12.51,75.64,80.19,1
2.42,11.3,14.08,65.46,71.02,1
4.66,15.44,15.82,22.08,112.39,1
4.74,12.39,12.73,61.13,70.61,1
4.15,11.88,14.59,25.55,85.01,0
0.75,10.46,15.55,63.53,71.8,1
2.15,11.54,15.57,73.34,78.01,1
4.09,12.6,17.9,54.33,86.67,1
5.85,10.18,12.87,25.94,83.38,1
3.93,13.44,12.46,55.49,40.57,0
6.87,10.2,13.14,60.9,85.66,1
4.02,16.2,12.26,93.32,54.26,1
4.31,11.06,12.63,56.88,74.01,1
2.85,11.38,13.76,55.01,75.8,1
8.85,12.54,10.85,50.88,51.94,1
4.13,14.15,13.66,64.75,84.68,1
4.63,10.32,15.17,55.46,75.43,1
3.05,11.79,13.42,63.85,76.74,1
4.47,13.36,17.72,50.65,70.58,1
8.85,13.79,8.93,52.1,55.41,1
4.04,11.23,19.76,58.12,88.49,1
3.04,12.73,13.77,51.49,83.84,1
5.49,13.55,19.26,73.09,77.75,1
6.1,13.29,13.01,111.26,77.25,1
4.15,12.46,14.7,66.03,98.27,1
8.82,11.72,17.44,66.94,81.8,1
7.77,12.06,13.7,52.27,63.08,1
3.5,10.48,12.91,51.94,77.59,1
6.05,13.67,14.91,76.13,82.76,1
6.86,13.5,13.54,63.08,82.24,1
7.1,12.6,14.59,115.37,104.67,0
8.58,16.25,13.52,58.77,53.6,0
6.66,13.11,15.45,65.24,71.82,1
4.38,10.63,12.63,68.93,81.42,1
5.75,13.43,15.38,59.44,84.79,1
3.94,16.02,15.25,103.74,85.19,1
8.16,10.18,14.67,63.21,85.39,1
3.97,10.42,11.08,20.09,56.04,1
1.86,14.93,13.4,99.28,41.9,1
4.52,15.44,12.5,54.73,124.81,1
5.74,12.77,12.87,64.64,77.11,1
3.0,10.7,12.95,29.35,72.0,1
4.87,13.68,12.14,102.1,70.15,1
5.85,10.22,12.97,69.64,77.26,1
5.12,11.53,12.65,60.21,76.68,1
1.73,14.4,10.69,66.92,85.99,0
3.11,13.79,15.83,35.49,124.86,1
4.32,10.45,13.69,100.71,79.45,1
6.45,12.64,13.55,53.38,74.93,0
6.28,13.12,13.1,65.1,81.96,1
5.33,10.98,14.51,72.15,80.35,1
5.61,13.26,9.52,58.64,76.86,1
3.06,11.81,13.19,73.18,75.34,0
6.04,13.11,16.72,54.06,80.86,1
4.89,13.78,14.23,56.97,71.3,1
2.7,9.76,17.25,59.86,99.04,0
9.04,7.2,14.55,73.97,113.62,1
6.14,11.41,10.81,69.27,59.87,1
2.49,11.07,15.07,71.0,83.4,1
0.96,11.58,19.36,67.31,121.57,1
6.41,10.45,13.35,60.94,74.48,1
2.89,12.57,14.39,70.44,77.72,1
4.67,13.5,13.17,108.17,87.56,1
5.58,11.03,17.22,75.31,80.81,1
3.83,13.61,13.62,51.69,79.52,1
6.35,11.83,14.13,107.77,71.25,1
4.54,11.25,12.32,69.41,81.04,1
3.95,6.61,12.4,60.98,70.34,1
1.68,6.51,14.69,57.17,106.7,0
4.75,12.42,15.62,59.47,72.24,1
6.26,6.74,13.24,70.01,88.0,1
7.17,13.2,12.32,68.69,88.94,1
4.56,12.48,14.12,55.93,61.84,1
4.28,12.37,13.77,65.39,77.88,1
3.85,12.5,14.2,56.0,77.78,1
6.29,8.47,14.02,55.66,89.06,1
4.11,17.12,14.58,53.24,74.82,1
5.06,9.49,12.91,63.36,82.48,1
9.03,5.01,17.5,52.91,97.63,1
2.99,11.53,12.61,61.32,89.83,1
1.36,11.34,19.24,26.59,83.63,1
5.85,10.9,14.69,56.32,74.37,1
6.56,10.37,12.23,60.23,85.85,1
5.83,5.15,16.25,69.38,81.68,1
5.28,11.39,15.72,55.66,75.47,1
5.07,12.03,12.35,66.07,86.15,1
5.64,13.84,13.99,72.81,85.58,1
6.05,16.13,12.12,74.47,97.25,0
4.09,13.62,15.01,69.56,82.3,1
6.87,12.84,15.27,54.23,82.33,0
4.41,7.55,15.85,118.38,117.24,1
9.37,11.11,12.28,75.01,86.73,1
6.71,11.94,8.99,24.72,43.04,1
3.01,13.28,12.49,72.3,86.54,1
2.12,13.88,16.99,106.52,47.57,1
3.05,11.03,14.77,55.69,72.17,1
0.57,13.56,13.34,52.27,67.76,1
4.15,12.08,13.54,51.21,79.2,1
9.92,5.9,15.49,66.15,74.91,1
3.6,10.99,15.55,73.98,85.58,1
8.53,12.66,17.12,65.3,46.61,1
1.49,12.18,18.13,44.87,49.58,1
9.97,13.81,10.91,28.7,93.64,1
3.98,14.27,19.92,75.54,107.71,1
0.81,11.47,12.12,55.36,88.68,1
3.56,10.83,13.84,64.4,80.4,1
3.59,8.51,13.8,86.65,75.11,1
1.41,10.63,9.18,62.18,121.62,1
3.34,13.49,14.35,65.31,78.64,1
6.55,11.79,13.76,59.34,82.59,1
5.56,10.24,15.36,74.01,78.77,1
2.26,12.19,9.53,54.76,70.78,1
3.38,12.51,12.54,66.92,81.95,1
5.9,12.27,13.57,58.31,85.11,1
3.85,11.36,12.18,69.89,80.77,1
2.4,12.41,12.33,71.96,84.26,1
6.56,12.32,12.46,63.79,79.88,1
3.87,10.94,14.54,56.66,78.44,1
6.69,13.24,14.83,60.98,118.69,1
5.11,13.38,10.75,65.08,60.01,1
2.24,10.3,19.78,54.0,89.4,1
5.83,11.59,9.9,60.52,76.27,1
6.59,15.83,13.15,46.68,80.81,1
1.45,10.35,12.99,52.29,86.18,1
4.3,13.68,15.34,55.7,84.86,1
1.66,9.27,12.44,66.15,80.51,1
2.45,11.47,10.48,27.27,99.54,1
5.23,12.13,15.13,63.85,50.31,1
2.39,10.82,14.16,58.87,88.03,1
6.89,11.19,13.56,70.81,80.55,1
3.19,10.94,19.32,33.34,75.88,0
3.06,10.12,15.83,73.67,75.5,1
3.71,13.05,13.71,66.67,86.09,0
3.59,11.75,9.25,68.59,83.86,1
6.02,10.66,14.98,68.97,86.06,1
4.27,12.12,9.02,57.07,70.72,1
3.79,13.26,12.23,61.78,70.21,1
5.19,13.59,15.32,69.92,87.33,1
8.12,13.88,16.73,105.71,118.46,1
4.51,13.13,15.39,50.15,87.37,1
2.77,13.04,15.33,58.1,75.43,1
2.37,10.9,13.51,69.04,88.5,1
2.67,5.08,14.63,103.12,85.14,1
5.23,12.24,13.71,60.27,79.68,1
5.41,10.32,12.82,52.96,89.73,1
2.69,12.1,12.77,74.72,70.59,1
6.16,11.09,15.87,74.19,79.76,1
3.05,12.62,13.55,59.68,71.94,1
4.99,13.9,14.38,71.42,56.18,1
6.74,10.96,14.31,55.87,74.8,1
6.81,11.82,15.42,75.25,80.05,1
6.89,13.89,11.47,57.19,89.06,1
5.66,10.35,13.36,58.55,72.14,1
4.21,15.63,13.82,72.96,87.94,1
6.65,10.55,13.83,63.75,81.97,1
4.72,13.62,15.09,58.38,85.14,1
2.82,11.46,15.19,52.21,71.2,1
6.12,13.26,13.07,111.81,88.79,1
2.34,9.26,14.44,55.06,77.65,1
4.55,10.12,14.6,64.48,77.73,1
5.32,16.31,14.15,29.29,78.74,0
2.52,13.09,15.67,70.01,85.43,1
4.39,12.8,13.03,50.25,80.82,1
2.54,10.4,14.62,35.27,122.66,1
5.65,11.01,12.19,56.62,79.15,1
3.28,10.28,13.71,66.51,45.56,1
6.79,13.29,12.32,51.68,76.05,0
5.8,13.74,15.56,54.26,78.05,1
9.06,12.26,13.5,62.63,56.76,1
4.88,10.23,13.64,61.94,76.94,1
2.9,13.9,12.85,56.38,74.37,1
2.88,10.59,14.62,63.59,75.28,1
3.31,6.03,12.45,61.12,89.14,1
4.56,12.51,15.11,74.67,82.36,1
3.85,13.61,12.91,73.24,82.38,1
6.37,12.15,13.88,52.52,86.23,1
3.23,9.12,13.19,67.01,85.05,1
6.88,13.72,13.27,59.64,88.25,1
3.78,11.0,18.91,52.89,77.3,1
7.7,9.88,15.59,112.6,72.05,1
3.73,12.54,14.97,54.34,72.74,1
3.62,13.56,15.83,63.72,74.66,1
5.01,13.52,14.29,75.57,73.18,1
2.72,14.43,10.49,92.92,82.18,1
2.86,6.77,12.7,64.42,85.82,1
3.26,13.86,14.83,73.4,86.7,1
6.74,9.43,14.9,56.86,92.35,0
5.73,13.71,14.48,70.45,84.58,1
5.65,10.7,14.93,72.22,78.81,1
3.53,12.22,15.66,73.54,76.19,1
4.09,12.49,13.37,60.58,89.85,1
3.83,10.78,16.29,54.92,70.85,1
2.32,13.4,13.49,68.27,82.86,1
2.43,12.14,12.82,52.92,84.04,1
4.86,13.57,12.66,75.49,78.14,1
0.82,11.77,12.3,71.33,60.81,1
1.62,14.3,13.19,103.85,97.28,1
3.86,11.72,14.61,70.42,82.33,1
3.14,12.25,15.28,117.81,87.46,1
4.89,10.26,15.47,52.59,83.95,1
9.71,7.52,14.38,92.27,71.53,1
5.15,10.47,15.48,55.91,85.15,1
6.1,12.97,14.71,71.45,84.46,1
5.78,12.7,15.11,70.0,77.31,1
0.57,12.46,12.3,29.71,101.75,0
6.57,11.84,15.51,72.31,88.68,1
2.88,15.62,14.43,66.65,85.69,1
5.04,10.89,13.45,73.21,89.5,1
2.43,16.62,15.85,56.61,83.59,1
3.4,11.85,13.07,56.19,72.34,1
4.61,10.18,15.39,66.32,89.03,1
4.82,14.16,14.63,71.95,93.45,1
6.25,13.83,14.78,54.37,70.76,1
1.51,12.18,12.18,60.12,71.8,0
1.45,11.71,12.61,66.12,70.82,1
5.11,12.49,12.16,29.79,84.83,1
2.14,11.32,12.53,51.99,73.53,1
4.27,12.47,12.79,65.98,84.21,1
6.48,12.02,15.32,51.74,74.42,1
4.96,11.75,10.02,52.56,75.67,1
3.29,5.76,13.69,51.98,101.29,1
3.53,12.33,14.61,52.39,74.49,1
4.52,10.92,12.26,50.89,74.14,1
2.91,10.55,15.49,69.13,79.8,1
6.32,12.59,12.99,71.91,82.8,1
6.79,11.7,13.38,69.38,73.77,1
2.51,12.49,12.21,54.57,76.52,1
4.17,12.13,14.9,74.02,81.73,1
5.24,13.21,13.49,51.66,76.99,1
5.07,12.71,13.28,53.8,84.97,1
5.75,11.6,15.09,26.76,70.8,1
6.89,8.16,13.72,47.45,46.43,0
2.46,17.75,13.84,60.77,124.65,1
2.72,13.34,15.5,55.33,71.04,1
4.01,11.59,12.52,75.67,71.38,1
4.29,13.7,14.58,56.09,83.14,1
6.71,12.9,8.79,67.16,71.94,1
3.57,13.29,8.68,26.24,77.16,1
6.31,13.72,13.22,52.69,84.76,1
5.8,11.37,14.47,68.28,88.17,1
3.69,12.99,13.85,71.48,80.53,1
5.86,11.46,15.23,50.43,83.68,1
4.36,11.72,13.86,66.33,72.93,1
7.6,12.52,14.74,71.75,72.79,1
6.17,10.19,17.64,54.91,82.58,1
1.81,10.36,11.0,57.91,80.59,0
5.7,10.86,15.31,72.39,73.28,1
4.51,10.35,12.36,67.88,77.26,1
3.15,11.82,10.33,70.57,83.6,1
9.82,10.71,12.44,56.48,82.64,1
5.36,11.37,15.44,64.1,83.72,1
1.7,8.99,11.87,58.33,107.46,1
4.29,12.82,15.57,57.29,77.96,1
5.96,10.2,14.43,59.38,79.34,1
7.45,9.32,11.35,69.3,70.97,1
1.68,10.16,13.1,56.41,74.88,1
5.58,11.76,15.55,73.16,85.62,1
6.0,10.28,9.24,65.81,80.7,1
7.44,11.55,18.3,57.98,97.12,1
8.87,10.12,12.18,58.99,86.41,1
4.5,11.65,14.79,67.76,73.11,1
2.63,12.65,15.07,53.09,89.08,1
4.78,13.77,13.43,50.72,77.32,1
6.82,12.05,15.3,69.59,71.55,1
6.05,10.65,13.18,73.26,75.98,1
6.47,10.8,14.92,61.48,123.43,1
3.2,12.14,12.85,73.8,85.91,1
5.9,12.73,12.57,62.51,86.57,1
4.9,15.68,19.95,66.32,57.94,1
4.61,12.53,15.11,115.6,73.3,1
6.72,12.3,15.85,53.08,89.07,1
0.55,15.94,17.61,73.06,107.79,1
3.07,10.34,15.46,63.42,70.52,1
3.48,13.0,12.3,64.78,88.58,1
3.39,11.1,14.12,67.7,74.96,1
2.65,13.87,12.23,56.8,86.4,1
4.57,13.13,14.58,75.44,85.51,0
4.49,12.98,12.63,74.29,75.72,1
2.53,11.31,12.24,63.31,70.76,1
2.45,13.36,15.27,74.86,89.11,1
5.01,12.37,15.01,52.34,71.08,1
5.1,11.72,12.51,70.64,76.25,1
7.23,10.42,14.22,60.1,81.14,1
5.98,13.0,14.94,51.92,82.77,1
2.88,11.94,14.44,59.38,85.24,1
6.68,12.16,15.8,63.41,81.22,1
2.37,8.31,10.06,72.22,76.83,1
6.71,11.27,13.68,60.47,76.26,1
4.22,13.61,14.24,56.25,75.95,1
9.46,11.3,14.21,65.25,76.35,0
2.43,14.41,14.99,69.73,74.11,1
4.61,15.63,14.92,73.15,74.36,1
3.75,10.34,13.1,71.21,78.32,1
6.15,13.1,15.39,62.21,76.61,1
2.16,13.76,15.78,74.16,81.11,1
